message,label
"HDFC Bank: UPI: Rs.90,917 transferred to Paytm. Ref 4979644466. A/c XX9953. Avl Bal Rs.160,967.",1
"Hi Google Pay, your KYC is pending. Please update within 7 days.",0
"Exclusive offer! Flat Rs 150,112 cashback on first purchase. T&C apply.",0
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"HDFC Bank: UPI: Rs.33,054 transferred to Priya. Ref 2968897085. A/c XX9084. Avl Bal Rs.165,926.",1
Your OTP for login is 956505. Do not share it with anyone.,0
"Exclusive offer! Flat Rs 52,534 cashback on first purchase. T&C apply.",0
"AxisBk: INR 128,170 credited to A/c XX1750 on 08-Dec by NEFT from Google Pay. UTR 113445557199. Bal Rs.123,537.",1
"बधाई हो! आप Google Gemini के Rs. 5,612.11 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"बधाई हो! आप Google Gemini के Rs. 160,972 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"OTP ALERT: txn of Rs 32,812 debited from A/c XX1917 using UPI.",1
"SBI: Your A/c XX4337 debited by INR 35,991 on 28-May for UPI txn.",1
"Congratulations! Get Rs 187,406 OFF on your next recharge. Use code SAVE928.",0
"IMPS of Rs 19,070.74 successful to A/c ending 3160. Ref 5289839506.",1
"AxisBk: INR 45,902 credited to A/c XX1595 on 27-Jul by NEFT from Swiggy. UTR 303991120555. Bal Rs.46,091.",1
"Exclusive offer! Flat Rs 45,026.17 cashback on first purchase. T&C apply.",0
"SBI: Your A/c XX2462 debited by INR 84,123 on 07-Aug for UPI txn.",1
Your OTP for login is 551084. Do not share it with anyone.,0
"Hi Google Pay, your KYC is pending. Please update within 7 days.",0
"बधाई हो! आप Google Gemini के Rs. 103,099 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"बधाई हो! आप Google Gemini के Rs. 36,673 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
Reminder: Your appointment is scheduled for 3 PM.,0
"You have spent Rs.35,789 at Dominos on 22-Sep. A/c XX9037.",1
"बधाई हो! आप Google Gemini के Rs. 60,730 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
Your OTP for login is 736626. Do not share it with anyone.,0
"AxisBk: INR 45,271.95 credited to A/c XX9423 on 08-May by NEFT from Google Pay. UTR 334013073383. Bal Rs.18,584.",1
Your OTP for login is 257994. Do not share it with anyone.,0
"Flash Sale: Get up to Rs 6,623.23 off. Visit example.com/deal to claim the discount.",0
"AxisBk: INR 126,412 credited to A/c XX7228 on 12-Nov by NEFT from Neha. UTR 411429489198. Bal Rs.12,551.94.",1
"Flash Sale: Get up to Rs 85,041 off. Visit bit.ly/deal123 to claim the discount.",0
Your OTP for login is 841452. Do not share it with anyone.,0
"INR 116,156 received in your Paytm Wallet from Paytm.",1
"OTP ALERT: txn of Rs 22,697.93 debited from A/c XX2965 using UPI.",1
"Hi Google Pay, your KYC is pending. Please update within 7 days.",0
"SBI: Your A/c XX3634 debited by INR 87,384 on 11-Jul for UPI txn.",1
Your order #6705 has been shipped and will be delivered by 22-Jan.,0
Your OTP for login is 687582. Do not share it with anyone.,0
"Payment of INR 193,885 received from Swiggy into A/c XX7033.",1
"Rs 160,523 credited to your A/c XX2296 via NEFT. Available balance Rs 18,712.",1
"AxisBk: INR 39,031 credited to A/c XX1619 on 22-Jul by NEFT from Karan. UTR 869450295121. Bal Rs.237.",1
"Congratulations! Get Rs 175,359 OFF on your next recharge. Use code SAVE749.",0
"Congratulations! Get Rs 41,837 OFF on your next recharge. Use code SAVE480.",0
"You have spent Rs.75,626 at OLA on 11-Apr. A/c XX6427.",1
"Congratulations! Get Rs 64,056 OFF on your next recharge. Use code SAVE184.",0
"OTP ALERT: txn of Rs 34,840.15 debited from A/c XX2684 using UPI.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Exclusive offer! Flat Rs 10,698 cashback on first purchase. T&C apply.",0
"Payment of INR 4,564.22 received from Swiggy into A/c XX6681.",1
"IMPS of Rs 35,586.74 successful to A/c ending 7383. Ref 9344950649.",1
"Hi Neha, your KYC is pending. Please update within 7 days.",0
"You have spent Rs.139,593 at Myntra on 15-Sep. A/c XX3711.",1
"Your A/c XX5227 has been debited by Rs 41,635.68 towards payment to Flipkart.",1
"INR 43,850.49 received in your Paytm Wallet from Karan.",1
"OTP ALERT: txn of Rs 149,439 debited from A/c XX7802 using UPI.",1
"INR 7,559.97 received in your Paytm Wallet from Google Pay.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Offer: Refer & earn Rs 169,866 when your friend signs up. Use code STEAL.",0
"Rs 168,943 credited to your A/c XX5489 via NEFT. Available balance Rs 8,891.",1
Reminder: Your appointment is scheduled for 3 PM.,0
"AxisBk: INR 27,586.66 credited to A/c XX5501 on 18-May by NEFT from Amit. UTR 995510198977. Bal Rs.26,475.59.",1
"Hi Karan, your KYC is pending. Please update within 7 days.",0
"OTP ALERT: txn of Rs 103,445 debited from A/c XX8451 using UPI.",1
"HDFC Bank: UPI: Rs.132,963 transferred to Neha. Ref 7664045502. A/c XX7637. Avl Bal Rs.152,549.",1
Your order #3264 has been shipped and will be delivered by 23-Aug.,0
"Congratulations! Get Rs 37,874 OFF on your next recharge. Use code SAVE868.",0
"Congratulations! Get Rs 55,903 OFF on your next recharge. Use code SAVE613.",0
Your order #6239 has been shipped and will be delivered by 15-Nov.,0
"Payment of INR 63,908 received from Neha into A/c XX7131.",1
"You have spent Rs.45,753 at OLA on 15-Dec. A/c XX6558.",1
"IMPS of Rs 30,123.93 successful to A/c ending 2234. Ref 7783763790.",1
"Congratulations! Get Rs 29,617.84 OFF on your next recharge. Use code SAVE676.",0
"Flash Sale: Get up to Rs 4,178.48 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"You have spent Rs.109,853 at Uber on 26-Oct. A/c XX9947.",1
"AxisBk: INR 20,981.51 credited to A/c XX1798 on 10-May by NEFT from Paytm. UTR 662970683848. Bal Rs.93,329.",1
"HDFC Bank: UPI: Rs.31,647 transferred to Swiggy. Ref 3875420006. A/c XX5224. Avl Bal Rs.127,507.",1
"Payment of INR 41,023 received from Amit into A/c XX4703.",1
"Hi Rahul, your KYC is pending. Please update within 7 days.",0
"Exclusive offer! Flat Rs 35,002 cashback on first purchase. T&C apply.",0
"Hi Suman, your KYC is pending. Please update within 7 days.",0
Your order #7294 has been shipped and will be delivered by 09-Aug.,0
"OTP ALERT: txn of Rs 21,579.37 debited from A/c XX9321 using UPI.",1
"IMPS of Rs 18,793.64 successful to A/c ending 8270. Ref 4266296360.",1
"SBI: Your A/c XX4828 debited by INR 195,608 on 13-Nov for UPI txn.",1
"Congratulations! Get Rs 141,647 OFF on your next recharge. Use code SAVE519.",0
"AxisBk: INR 3,014.90 credited to A/c XX5444 on 02-Aug by NEFT from Google Pay. UTR 112649436677. Bal Rs.34,829.37.",1
"AxisBk: INR 27,358.90 credited to A/c XX2021 on 08-Aug by NEFT from Rahul. UTR 871419083369. Bal Rs.198,543.",1
"Offer: Refer & earn Rs 16,603 when your friend signs up. Use code STEAL.",0
"Payment of INR 191,238 received from Ankit into A/c XX6081.",1
"Exclusive offer! Flat Rs 52,646 cashback on first purchase. T&C apply.",0
"HDFC Bank: UPI: Rs.102,468 transferred to Suman. Ref 1764247480. A/c XX1183. Avl Bal Rs.33,572.89.",1
"OTP ALERT: txn of Rs 19,049.71 debited from A/c XX5374 using UPI.",1
"Offer: Refer & earn Rs 25,841.65 when your friend signs up. Use code STEAL.",0
"Congratulations! Get Rs 133,050 OFF on your next recharge. Use code SAVE197.",0
"OTP ALERT: txn of Rs 162,077 debited from A/c XX5072 using UPI.",1
"Hi Priya, your KYC is pending. Please update within 7 days.",0
"Congratulations! Get Rs 189,818 OFF on your next recharge. Use code SAVE475.",0
"Hi Ankit, your KYC is pending. Please update within 7 days.",0
"Payment of INR 69,351 received from Amit into A/c XX8581.",1
"AxisBk: INR 175,351 credited to A/c XX3704 on 27-Aug by NEFT from Suman. UTR 787111968895. Bal Rs.105,999.",1
"बधाई हो! आप Google Gemini के Rs. 145,904 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Payment of INR 2,613 received from Google Pay into A/c XX4253.",1
"Hi Ankit, your KYC is pending. Please update within 7 days.",0
"Hi Amit, your KYC is pending. Please update within 7 days.",0
"Rs 21,422.79 credited to your A/c XX2780 via NEFT. Available balance Rs 40,579.08.",1
Your order #8084 has been shipped and will be delivered by 01-Jul.,0
"Rs 14,172.02 credited to your A/c XX2506 via NEFT. Available balance Rs 1,194.79.",1
"INR 162,772 received in your Paytm Wallet from Google Pay.",1
"Rs 35,387 credited to your A/c XX9529 via NEFT. Available balance Rs 48,210.",1
"You have spent Rs.49,850.50 at Uber on 04-Jan. A/c XX9151.",1
"HDFC Bank: UPI: Rs.119,291 transferred to Suman. Ref 4470302359. A/c XX2642. Avl Bal Rs.105,524.",1
"Payment of INR 48,527.15 received from Neha into A/c XX8359.",1
"Flash Sale: Get up to Rs 48,053 off. Visit example.com/deal to claim the discount.",0
"Offer: Refer & earn Rs 112,486 when your friend signs up. Use code SAVE20.",0
"Hi Ramesh, your KYC is pending. Please update within 7 days.",0
"SBI: Your A/c XX5685 debited by INR 52,886 on 07-Jan for UPI txn.",1
"Payment of INR 36,656.07 received from Ankit into A/c XX3996.",1
"Flash Sale: Get up to Rs 143,659 off. Visit bit.ly/deal123 to claim the discount.",0
"बधाई हो! आप Google Gemini के Rs. 164,869 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Payment of INR 34,820.75 received from Amit into A/c XX3417.",1
"Payment of INR 17,644 received from Priya into A/c XX8786.",1
"बधाई हो! आप Google Gemini के Rs. 98,832 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Your A/c XX2889 has been debited by Rs 5,154.22 towards payment to Amazon.",1
"AxisBk: INR 78,135 credited to A/c XX3334 on 14-Jun by NEFT from Karan. UTR 156354121006. Bal Rs.83,906.",1
"INR 15,547.18 received in your Paytm Wallet from Swiggy.",1
"OTP ALERT: txn of Rs 7,210.27 debited from A/c XX6026 using UPI.",1
Your order #7606 has been shipped and will be delivered by 25-Jul.,0
Reminder: Your appointment is scheduled for tomorrow.,0
"Congratulations! Get Rs 163,750 OFF on your next recharge. Use code SAVE350.",0
"SBI: Your A/c XX5361 debited by INR 35,681.05 on 10-Dec for UPI txn.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Flash Sale: Get up to Rs 182,174 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"SBI: Your A/c XX1937 debited by INR 182,330 on 19-Jan for UPI txn.",1
"Exclusive offer! Flat Rs 157,099 cashback on first purchase. T&C apply.",0
"You have spent Rs.81,942 at Flipkart on 12-Mar. A/c XX5176.",1
"Flash Sale: Get up to Rs 43,215 off. Visit bit.ly/deal123 to claim the discount.",0
"Rs 71,308 credited to your A/c XX2262 via NEFT. Available balance Rs 68,940.",1
"Hi Amit, your KYC is pending. Please update within 7 days.",0
"OTP ALERT: txn of Rs 80,370 debited from A/c XX2565 using UPI.",1
"IMPS of Rs 131,138 successful to A/c ending 6830. Ref 1645046796.",1
"Congratulations! Get Rs 199,304 OFF on your next recharge. Use code SAVE556.",0
"SBI: Your A/c XX7786 debited by INR 40,285.58 on 05-Oct for UPI txn.",1
"Flash Sale: Get up to Rs 91,244 off. Visit example.com/deal to claim the discount.",0
"Payment of INR 163,589 received from Rahul into A/c XX8014.",1
"Offer: Refer & earn Rs 146,262 when your friend signs up. Use code SAVE20.",0
"OTP ALERT: txn of Rs 11,649.50 debited from A/c XX8739 using UPI.",1
Your order #4577 has been shipped and will be delivered by 12-Feb.,0
"IMPS of Rs 154,231 successful to A/c ending 3039. Ref 8396987201.",1
"IMPS of Rs 166,629 successful to A/c ending 8883. Ref 7316666310.",1
"Rs 10,773.53 credited to your A/c XX2519 via NEFT. Available balance Rs 26,803.",1
"Flash Sale: Get up to Rs 119,792 off. Visit example.com/deal to claim the discount.",0
"Your A/c XX6452 has been debited by Rs 166,090 towards payment to OLA.",1
Your OTP for login is 667802. Do not share it with anyone.,0
"Congratulations! Get Rs 108,121 OFF on your next recharge. Use code SAVE484.",0
"Rs 139,895 credited to your A/c XX8994 via NEFT. Available balance Rs 83,020.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"You have spent Rs.23,512.64 at OLA on 27-Jan. A/c XX7251.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
Your OTP for login is 848035. Do not share it with anyone.,0
"SBI: Your A/c XX7219 debited by INR 28,144 on 14-Apr for UPI txn.",1
"SBI: Your A/c XX5450 debited by INR 41,399.31 on 05-Feb for UPI txn.",1
"SBI: Your A/c XX7313 debited by INR 96,526 on 14-Dec for UPI txn.",1
"Hi Swiggy, your KYC is pending. Please update within 7 days.",0
"Flash Sale: Get up to Rs 144,510 off. Visit example.com/deal to claim the discount.",0
"HDFC Bank: UPI: Rs.3,377.46 transferred to Suman. Ref 2007310926. A/c XX8982. Avl Bal Rs.36,282.21.",1
"Payment of INR 32,823.17 received from Suman into A/c XX4027.",1
Your order #5394 has been shipped and will be delivered by 21-Feb.,0
"INR 184,498 received in your Paytm Wallet from Ankit.",1
"IMPS of Rs 98,761 successful to A/c ending 3501. Ref 4159917292.",1
"बधाई हो! आप Google Gemini के Rs. 1,595.04 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
Your order #7062 has been shipped and will be delivered by 12-Sep.,0
"Congratulations! Get Rs 27,106.57 OFF on your next recharge. Use code SAVE149.",0
"OTP ALERT: txn of Rs 83,664 debited from A/c XX8366 using UPI.",1
"Your A/c XX8837 has been debited by Rs 147,043 towards payment to Dominos.",1
"Hi Rahul, your KYC is pending. Please update within 7 days.",0
"Payment of INR 14,929.21 received from PhonePe into A/c XX2989.",1
"AxisBk: INR 13,691 credited to A/c XX7969 on 22-Aug by NEFT from Priya. UTR 651055291977. Bal Rs.40,363.65.",1
"Rs 141,404 credited to your A/c XX1009 via NEFT. Available balance Rs 139,039.",1
"Offer: Refer & earn Rs 80,317 when your friend signs up. Use code STEAL.",0
"AxisBk: INR 176,355 credited to A/c XX9011 on 25-Jul by NEFT from Paytm. UTR 963636957882. Bal Rs.27,793.97.",1
Your order #7194 has been shipped and will be delivered by 20-Jun.,0
"Flash Sale: Get up to Rs 13,780.34 off. Visit bit.ly/deal123 to claim the discount.",0
"HDFC Bank: UPI: Rs.24,735.34 transferred to Neha. Ref 2462222211. A/c XX8670. Avl Bal Rs.33,528.24.",1
"Exclusive offer! Flat Rs 39,187.65 cashback on first purchase. T&C apply.",0
"Hi Google Pay, your KYC is pending. Please update within 7 days.",0
"SBI: Your A/c XX5232 debited by INR 47,678 on 11-May for UPI txn.",1
"Rs 122,669 credited to your A/c XX5536 via NEFT. Available balance Rs 120,163.",1
Your order #7697 has been shipped and will be delivered by 01-Jun.,0
"OTP ALERT: txn of Rs 38,402.30 debited from A/c XX9147 using UPI.",1
"HDFC Bank: UPI: Rs.13,758.72 transferred to Ankit. Ref 1402418010. A/c XX9935. Avl Bal Rs.36,826.20.",1
"Hi Rahul, your KYC is pending. Please update within 7 days.",0
"HDFC Bank: UPI: Rs.13,671 transferred to Google Pay. Ref 1195472006. A/c XX8715. Avl Bal Rs.61,572.",1
Your OTP for login is 409314. Do not share it with anyone.,0
"You have spent Rs.84,530 at Myntra on 23-Nov. A/c XX2639.",1
"Exclusive offer! Flat Rs 188,018 cashback on first purchase. T&C apply.",0
"Exclusive offer! Flat Rs 35,988.53 cashback on first purchase. T&C apply.",0
"बधाई हो! आप Google Gemini के Rs. 77,133 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Congratulations! Get Rs 118,376 OFF on your next recharge. Use code SAVE810.",0
"Your A/c XX4289 has been debited by Rs 14,762.57 towards payment to Zomato.",1
"SBI: Your A/c XX6054 debited by INR 89,097 on 15-Jul for UPI txn.",1
"AxisBk: INR 108,548 credited to A/c XX8258 on 24-Nov by NEFT from Zomato. UTR 264384702817. Bal Rs.79,530.",1
"OTP ALERT: txn of Rs 66,414 debited from A/c XX4255 using UPI.",1
"IMPS of Rs 30,407 successful to A/c ending 9225. Ref 4373674167.",1
"Exclusive offer! Flat Rs 111,233 cashback on first purchase. T&C apply.",0
"SBI: Your A/c XX1994 debited by INR 20,970 on 12-Sep for UPI txn.",1
Your order #5475 has been shipped and will be delivered by 09-Jan.,0
"SBI: Your A/c XX8609 debited by INR 3,005.05 on 07-Jun for UPI txn.",1
"बधाई हो! आप Google Gemini के Rs. 29,882.07 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Hi Zomato, your KYC is pending. Please update within 7 days.",0
"IMPS of Rs 18,354 successful to A/c ending 9495. Ref 1475641654.",1
"Congratulations! Get Rs 119,218 OFF on your next recharge. Use code SAVE577.",0
"HDFC Bank: UPI: Rs.124,855 transferred to Ramesh. Ref 9776185998. A/c XX9408. Avl Bal Rs.94,916.",1
"Congratulations! Get Rs 8,163.13 OFF on your next recharge. Use code SAVE644.",0
"Offer: Refer & earn Rs 113,480 when your friend signs up. Use code SAVE20.",0
"INR 190,070 received in your Paytm Wallet from Neha.",1
Your OTP for login is 497916. Do not share it with anyone.,0
"AxisBk: INR 177,087 credited to A/c XX2410 on 14-Jul by NEFT from Suman. UTR 755861596199. Bal Rs.19,186.15.",1
"AxisBk: INR 97,868 credited to A/c XX2106 on 12-Apr by NEFT from Zomato. UTR 790017009256. Bal Rs.821.95.",1
"HDFC Bank: UPI: Rs.72,561 transferred to Google Pay. Ref 1040830454. A/c XX4846. Avl Bal Rs.1,493.04.",1
Reminder: Your appointment is scheduled for 6 PM.,0
Your order #6449 has been shipped and will be delivered by 09-May.,0
"Rs 38,076 credited to your A/c XX4834 via NEFT. Available balance Rs 13,225.21.",1
"Rs 167,264 credited to your A/c XX4039 via NEFT. Available balance Rs 192,333.",1
"Offer: Refer & earn Rs 34,400.94 when your friend signs up. Use code WELCOME50.",0
Reminder: Your appointment is scheduled for 6 PM.,0
Reminder: Your appointment is scheduled for tomorrow.,0
"Flash Sale: Get up to Rs 2,506.58 off. Visit example.com/deal to claim the discount.",0
"Your A/c XX8007 has been debited by Rs 68,680 towards payment to Dominos.",1
"Rs 26,809 credited to your A/c XX8353 via NEFT. Available balance Rs 9,377.72.",1
"Offer: Refer & earn Rs 12,959.81 when your friend signs up. Use code WELCOME50.",0
"AxisBk: INR 176,069 credited to A/c XX6783 on 27-Jul by NEFT from PhonePe. UTR 526739213468. Bal Rs.32,362.",1
"Flash Sale: Get up to Rs 7,090.29 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"OTP ALERT: txn of Rs 160,066 debited from A/c XX2265 using UPI.",1
"AxisBk: INR 13,812.24 credited to A/c XX1146 on 02-Oct by NEFT from Swiggy. UTR 622657797547. Bal Rs.39,459.30.",1
Reminder: Your appointment is scheduled for 10 AM.,0
"Rs 71,064 credited to your A/c XX5641 via NEFT. Available balance Rs 35,220.64.",1
Reminder: Your appointment is scheduled for tomorrow.,0
"AxisBk: INR 2,722.86 credited to A/c XX2154 on 19-Apr by NEFT from Karan. UTR 526952531755. Bal Rs.146,308.",1
"Flash Sale: Get up to Rs 198,744 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"IMPS of Rs 53,790 successful to A/c ending 6192. Ref 5189593189.",1
"बधाई हो! आप Google Gemini के Rs. 6,146 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"SBI: Your A/c XX2945 debited by INR 195,699 on 20-Jul for UPI txn.",1
"बधाई हो! आप Google Gemini के Rs. 172,908 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"OTP ALERT: txn of Rs 168,808 debited from A/c XX9877 using UPI.",1
"SBI: Your A/c XX6539 debited by INR 118,364 on 01-Oct for UPI txn.",1
"Congratulations! Get Rs 46,843.46 OFF on your next recharge. Use code SAVE365.",0
"SBI: Your A/c XX2681 debited by INR 130,393 on 13-Jul for UPI txn.",1
"Rs 43,353 credited to your A/c XX3416 via NEFT. Available balance Rs 172,660.",1
"HDFC Bank: UPI: Rs.46,576 transferred to Neha. Ref 2218987399. A/c XX9005. Avl Bal Rs.34,454.34.",1
"Hi Amit, your KYC is pending. Please update within 7 days.",0
"HDFC Bank: UPI: Rs.129,237 transferred to Swiggy. Ref 2824643661. A/c XX7409. Avl Bal Rs.72,147.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"You have spent Rs.36,494 at Uber on 22-Mar. A/c XX5139.",1
"You have spent Rs.104,852 at Swiggy on 07-Nov. A/c XX3833.",1
"INR 34,583.17 received in your Paytm Wallet from Zomato.",1
"Flash Sale: Get up to Rs 22,540 off. Visit example.com/deal to claim the discount.",0
"Payment of INR 192,410 received from Swiggy into A/c XX2986.",1
"OTP ALERT: txn of Rs 42,844 debited from A/c XX4598 using UPI.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Hi Priya, your KYC is pending. Please update within 7 days.",0
"IMPS of Rs 182,672 successful to A/c ending 7097. Ref 3598217672.",1
"HDFC Bank: UPI: Rs.31,317 transferred to Paytm. Ref 4167339238. A/c XX2021. Avl Bal Rs.31,877.53.",1
"You have spent Rs.98,968 at Amazon on 05-Nov. A/c XX9835.",1
"You have spent Rs.100,874 at BigBasket on 09-Sep. A/c XX9669.",1
"INR 107,300 received in your Paytm Wallet from Karan.",1
"Hi PhonePe, your KYC is pending. Please update within 7 days.",0
"Hi Neha, your KYC is pending. Please update within 7 days.",0
"Rs 88,603 credited to your A/c XX9832 via NEFT. Available balance Rs 65,484.",1
"बधाई हो! आप Google Gemini के Rs. 1,045.26 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Offer: Refer & earn Rs 83,809 when your friend signs up. Use code STEAL.",0
Your order #6421 has been shipped and will be delivered by 26-Nov.,0
"AxisBk: INR 187,015 credited to A/c XX8940 on 12-Oct by NEFT from Paytm. UTR 526583042771. Bal Rs.142,752.",1
"INR 178,170 received in your Paytm Wallet from Amit.",1
"Flash Sale: Get up to Rs 96,722 off. Visit jio.com/r/ChYTHwGjb to claim the discount.",0
"बधाई हो! आप Google Gemini के Rs. 118,580 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"OTP ALERT: txn of Rs 17,341 debited from A/c XX7156 using UPI.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"SBI: Your A/c XX3321 debited by INR 20,804.61 on 12-May for UPI txn.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Congratulations! Get Rs 5,912.78 OFF on your next recharge. Use code SAVE817.",0
"SBI: Your A/c XX6858 debited by INR 132,082 on 15-Jun for UPI txn.",1
Your order #3333 has been shipped and will be delivered by 20-Feb.,0
Your order #1044 has been shipped and will be delivered by 04-Jan.,0
"Offer: Refer & earn Rs 26,560.63 when your friend signs up. Use code REFER100.",0
"Flash Sale: Get up to Rs 4,865 off. Visit oziva.me/iOZIVA/TJOUt to claim the discount.",0
"HDFC Bank: UPI: Rs.85,472 transferred to Amit. Ref 9904306832. A/c XX5141. Avl Bal Rs.43,221.",1
"Payment of INR 13,844 received from Paytm into A/c XX1176.",1
Your order #7626 has been shipped and will be delivered by 13-Mar.,0
Your OTP for login is 865071. Do not share it with anyone.,0
"INR 115,201 received in your Paytm Wallet from Karan.",1
"IMPS of Rs 3,250 successful to A/c ending 9598. Ref 9045090355.",1
"Offer: Refer & earn Rs 42,610.38 when your friend signs up. Use code SAVE20.",0
Your order #9206 has been shipped and will be delivered by 17-Jan.,0
"Offer: Refer & earn Rs 58,240 when your friend signs up. Use code SAVE20.",0
"HDFC Bank: UPI: Rs.96,879 transferred to PhonePe. Ref 3271782991. A/c XX9900. Avl Bal Rs.21,914.85.",1
"AxisBk: INR 45,121.74 credited to A/c XX8947 on 16-Jan by NEFT from Ramesh. UTR 368801500036. Bal Rs.116,733.",1
"Exclusive offer! Flat Rs 41,758.19 cashback on first purchase. T&C apply.",0
Your OTP for login is 227780. Do not share it with anyone.,0
"AxisBk: INR 26,922 credited to A/c XX8074 on 14-Aug by NEFT from Zomato. UTR 755320360222. Bal Rs.186,943.",1
"OTP ALERT: txn of Rs 88,716 debited from A/c XX4314 using UPI.",1
"Exclusive offer! Flat Rs 41,960.93 cashback on first purchase. T&C apply.",0
"Flash Sale: Get up to Rs 72,964 off. Visit example.com/deal to claim the discount.",0
"HDFC Bank: UPI: Rs.40,502.34 transferred to Rahul. Ref 7563373617. A/c XX7685. Avl Bal Rs.94,266.",1
Your order #6695 has been shipped and will be delivered by 16-Dec.,0
"Offer: Refer & earn Rs 74,508 when your friend signs up. Use code WELCOME50.",0
"Congratulations! Get Rs 148,208 OFF on your next recharge. Use code SAVE945.",0
"Hi Priya, your KYC is pending. Please update within 7 days.",0
Your OTP for login is 424506. Do not share it with anyone.,0
"Payment of INR 124,110 received from Swiggy into A/c XX4798.",1
"Exclusive offer! Flat Rs 49,281.94 cashback on first purchase. T&C apply.",0
Your order #6942 has been shipped and will be delivered by 08-Aug.,0
"Congratulations! Get Rs 1,145.24 OFF on your next recharge. Use code SAVE799.",0
"OTP ALERT: txn of Rs 50,467 debited from A/c XX2106 using UPI.",1
"Congratulations! Get Rs 68,175 OFF on your next recharge. Use code SAVE650.",0
Reminder: Your appointment is scheduled for 6 PM.,0
Your OTP for login is 744918. Do not share it with anyone.,0
"Hi Google Pay, your KYC is pending. Please update within 7 days.",0
"Exclusive offer! Flat Rs 18,024 cashback on first purchase. T&C apply.",0
"You have spent Rs.83,879 at Dominos on 04-Sep. A/c XX7108.",1
"SBI: Your A/c XX2669 debited by INR 198,129 on 27-Sep for UPI txn.",1
"IMPS of Rs 181,286 successful to A/c ending 3906. Ref 8595701134.",1
"Payment of INR 167,517 received from Karan into A/c XX9938.",1
"Offer: Refer & earn Rs 89,080 when your friend signs up. Use code WELCOME50.",0
"You have spent Rs.157,399 at Uber on 06-Oct. A/c XX7028.",1
"AxisBk: INR 24,444 credited to A/c XX2858 on 15-Feb by NEFT from Google Pay. UTR 271077752281. Bal Rs.42,071.87.",1
"IMPS of Rs 186,188 successful to A/c ending 4796. Ref 6689805567.",1
"Exclusive offer! Flat Rs 24,523 cashback on first purchase. T&C apply.",0
"Flash Sale: Get up to Rs 15,573 off. Visit bit.ly/deal123 to claim the discount.",0
"Rs 37,830.43 credited to your A/c XX5881 via NEFT. Available balance Rs 117,643.",1
"Your A/c XX2438 has been debited by Rs 118,510 towards payment to Dominos.",1
"बधाई हो! आप Google Gemini के Rs. 43,512.11 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"बधाई हो! आप Google Gemini के Rs. 64,629 मूल्य के 18 महीने के मुफ़्त प्रो प्लान के लिए पात्र हैं।",0
"Rs 77,841 credited to your A/c XX7866 via NEFT. Available balance Rs 17,470.32.",1
"SBI: Your A/c XX9963 debited by INR 40,159.65 on 14-Jul for UPI txn.",1
"Alert: Unusual sign-in attempt detected on your account. If not you, reset password.",0
"Offer: Refer & earn Rs 151,616 when your friend signs up. Use code SAVE20.",0
"AxisBk: INR 26,528.83 credited to A/c XX6585 on 06-Jun by NEFT from Karan. UTR 459581516648. Bal Rs.118,930.",1
